id,status_group
1373,functional
7996,functional
3057,functional
31640,functional
53184,functional
67041,non functional
67261,non functional
37814,functional
46854,functional
30885,functional
49093,functional
36044,non functional
48036,non functional
51941,non functional
46290,non functional
46994,non functional
69374,functional
28877,functional
43779,functional
7313,functional
64524,functional
63009,functional
59958,non functional
1679,functional
72323,non functional
64738,non functional
60122,functional
36646,non functional
53957,non functional
70496,non functional
61855,functional
67637,functional
62697,functional
17582,functional
73961,functional needs repair
57898,non functional
42404,non functional
19221,non functional
30004,functional
25315,non functional
5131,non functional
1064,non functional
64183,functional
14389,functional
12126,non functional
25590,functional
34009,functional
63573,functional
33661,functional
66501,functional
57168,non functional
28486,functional
48576,functional
45013,functional
56623,non functional
74222,non functional
40765,functional
19124,functional
61108,functional
38813,functional
25719,non functional
53183,functional
33408,non functional
68574,functional
56190,functional
62120,functional
41403,functional
10429,functional
3028,functional
20341,non functional
25386,functional
11876,functional
45928,functional
56661,functional
27286,functional
55227,functional
63228,functional
32252,functional
62783,functional
61120,functional
42586,functional
43180,non functional
53678,non functional
61213,functional needs repair
27822,functional
2695,functional
38459,non functional
58071,functional
11269,non functional
10964,functional
20128,non functional
41570,non functional
910,functional
14627,functional
32245,functional
59092,functional
45745,functional
40798,functional
43207,non functional
51682,functional
70229,functional
7093,non functional
15773,non functional
36568,non functional
54237,functional
71531,functional
33082,non functional
62608,non functional
25182,functional
4598,non functional
61657,functional
37031,non functional
2659,functional
9836,non functional
37751,non functional
34248,non functional
1974,functional needs repair
53552,non functional
52740,non functional
17529,functional
8960,functional
5386,functional
11021,functional
33079,non functional
20816,functional
65891,non functional
69641,functional
25378,non functional
63237,functional
20260,functional
70320,functional
14281,functional
4762,functional
17815,functional
31924,functional
4318,functional
18956,non functional
27019,functional
40312,non functional
54863,functional
55826,functional
61059,non functional
2028,functional needs repair
47575,functional
1716,non functional
66510,non functional
74057,functional needs repair
63439,non functional
69923,functional needs repair
46350,functional
64878,functional
8995,non functional
28806,functional
65712,functional
68697,functional
17595,functional
31885,non functional
31777,non functional
62355,functional needs repair
68528,functional
56201,functional
10124,functional
44810,non functional
32706,non functional
9914,non functional
17391,functional
4755,non functional
10409,functional
35114,non functional
11971,non functional
69728,functional
32085,functional
18115,functional
5014,functional
44525,functional
31058,functional
27641,non functional
13462,functional
61265,functional
41275,functional
61868,functional needs repair
41674,functional
33924,non functional
12979,non functional
54467,functional
54650,non functional
49703,functional
38881,non functional
6247,functional
2816,functional
60553,non functional
4062,functional
46335,functional
21545,functional
55069,functional
3011,functional needs repair
34223,non functional
58061,functional
24441,functional
65760,functional
58773,functional
27783,non functional
12141,functional
45265,functional
32014,functional
32657,non functional
10194,functional
22861,non functional
5707,functional needs repair
50156,functional
26215,functional
13893,functional
57404,non functional
66486,functional
59450,functional
10232,functional
9574,functional
11197,non functional
55869,functional
13743,functional
42374,functional
38616,functional
30382,functional
54679,non functional
73346,non functional
17818,functional
45965,non functional
54545,functional
29491,non functional
63772,functional
3700,functional
55927,functional
46534,functional
56743,non functional
20298,functional
46026,functional
55855,functional
61546,functional needs repair
44844,functional
58973,functional
50287,non functional
47029,non functional
30387,functional
74189,functional
67851,non functional
9041,functional
11157,functional
17356,non functional
34958,functional
40936,functional
10099,non functional
60636,functional
38864,non functional
10551,functional
43703,functional
35236,non functional
57903,functional
42379,functional
14588,functional
31046,non functional
53590,non functional
36673,non functional
42356,non functional
69056,functional
21339,non functional
28458,functional
47541,functional
66684,functional
46161,functional needs repair
17788,functional
12764,functional
44139,non functional
53645,non functional
25992,functional
41462,non functional
49801,functional
5387,functional
12687,functional
53154,functional
29494,functional needs repair
53884,non functional
54053,functional
16357,non functional
45492,functional
6764,functional
32719,functional
14769,functional
51220,functional
33562,functional
35586,functional
12083,non functional
63537,functional
47094,non functional
56099,functional
35968,functional
49430,functional needs repair
60139,functional
59195,non functional
61614,functional
73709,functional
73196,functional
24636,functional needs repair
21172,functional
35373,functional
37762,functional
28162,functional
12491,non functional
45424,non functional
66088,functional
3093,non functional
25570,functional
11160,functional
17070,functional
73137,functional
63902,non functional
27528,non functional
66656,functional
17829,functional
16913,functional
11192,functional
15551,functional
62557,functional
4467,functional
64070,functional
61219,functional
45548,functional
14059,functional
59912,non functional
19082,functional
12256,functional
50925,functional
42667,non functional
66345,non functional
31395,functional needs repair
20841,non functional
35667,non functional
10884,functional
54370,functional needs repair
28034,functional
13919,functional
41427,functional
24627,non functional
53661,functional
68734,non functional
12469,functional
55032,functional
53151,non functional
73998,functional
52724,functional
71757,functional
45609,functional
74091,non functional
6306,functional
7928,non functional
12564,functional
59322,functional
62194,functional
49766,functional
23170,functional
47439,non functional
40818,functional
72817,functional
53672,functional
2933,functional
11630,functional needs repair
43880,functional
989,functional
52916,functional
58721,functional
34744,functional
40075,functional
17647,functional
49010,non functional
41673,functional
15082,non functional
12039,functional
15177,functional needs repair
1082,functional
11602,functional needs repair
62197,functional
62467,functional
69635,non functional
46217,functional
70754,non functional
66045,non functional
70225,non functional
2777,functional
51294,functional
44824,non functional
28230,non functional
71087,non functional
46858,functional
5806,functional
58594,non functional
37051,functional
13643,functional
4214,functional
71788,non functional
23925,functional
44323,functional needs repair
68726,functional
68156,functional
23857,functional
43556,functional
54719,functional
60516,non functional
39751,functional
28501,functional
2995,functional
57094,functional
37227,non functional
58667,functional
1444,functional
62970,functional
46758,functional
60765,functional
10665,non functional
17097,functional
62840,functional needs repair
45572,functional
20679,non functional
22061,functional
36051,functional
45464,functional
17661,functional
72741,non functional
69332,functional
26586,non functional
11378,functional
26870,non functional
49890,non functional
689,functional
16978,functional
28850,non functional
49570,functional
20257,functional
14038,functional
8916,functional
11038,functional needs repair
50417,non functional
11868,non functional
46733,functional
7603,functional
70244,functional
11389,functional needs repair
55508,non functional
64318,non functional
30957,functional
38473,non functional
31078,non functional
41469,non functional
61622,functional
31372,functional
9866,functional
31163,functional
45021,functional
30492,non functional
43026,functional
30414,non functional
57617,non functional
39204,functional
41769,functional
71472,functional
20492,non functional
62104,functional
22804,functional
11874,functional
60152,functional
13396,functional
42258,functional
61854,functional
21944,functional
62414,functional
3600,functional
67577,functional
53259,non functional
47501,non functional
25295,non functional
68552,functional
5898,functional
31276,functional
20534,functional
42137,functional
37771,functional
74204,functional
38008,functional
69393,functional
35969,non functional
72747,functional
60302,functional
21076,functional
56985,non functional
56307,functional
67539,non functional
67640,functional
6099,functional
31583,functional needs repair
45073,functional
24126,functional
27886,functional needs repair
19907,non functional
16626,non functional
116,non functional
17942,functional
63327,non functional
52180,non functional
12245,functional
9809,functional needs repair
68609,functional
28940,functional
41676,functional
6448,functional
20011,functional
58422,non functional
28633,functional
9457,non functional
35557,functional
26997,functional
17837,functional
27896,functional needs repair
46294,functional
53247,functional
32174,functional
45958,functional
52198,functional
11391,non functional
40838,functional
33172,functional needs repair
31776,functional
51597,non functional
41490,non functional
65192,functional
61301,non functional
11126,functional
47977,functional
53398,functional
63521,functional needs repair
58408,functional
32370,functional
6052,functional
52121,non functional
29433,functional
55151,functional
53317,functional
3577,functional
56781,functional
5182,non functional
19641,functional
63266,non functional
61719,non functional
63277,functional needs repair
32889,functional
30404,non functional
20569,non functional
15629,functional
24665,functional
8676,functional
58330,non functional
7491,non functional
51890,functional
52217,functional
13649,non functional
48854,functional
61116,functional
61986,non functional
50596,non functional
30158,non functional
46233,functional
13752,functional
5698,functional
45851,functional
73047,non functional
37865,functional
1234,non functional
26774,non functional
1927,functional
3660,functional
15493,functional
5158,functional
57974,functional
616,functional
3650,non functional
62550,functional
5263,non functional
66105,functional
69970,functional
32438,functional
24188,non functional
30429,non functional
70366,functional
54528,non functional
35670,functional
2610,functional
56938,functional
30039,functional
62531,functional needs repair
73432,non functional
67945,functional
50066,functional
66232,functional needs repair
2492,functional
31420,functional needs repair
55918,non functional
58517,non functional
20903,functional
14707,functional
19236,functional
36354,functional
31757,non functional
14538,functional
43509,functional
8971,functional
48683,non functional
39332,non functional
70519,non functional
73696,functional
18902,functional
38992,functional
57078,non functional
22296,functional
26341,functional needs repair
44804,functional
1605,functional
19425,functional
50224,functional needs repair
64354,functional
39369,functional
60318,functional
65167,functional
9023,functional
70949,functional needs repair
9529,non functional
954,functional
42918,non functional
46999,functional
22884,non functional
17513,non functional
4162,functional
28481,functional
69762,functional
61327,non functional
38945,functional
23658,functional
37798,non functional
47643,functional
13962,functional
28051,non functional
52607,functional
17124,non functional
54264,functional
49476,functional
28804,functional
26750,functional
38988,non functional
20280,non functional
29275,non functional
45622,functional
62975,functional
39011,non functional
34773,functional
26075,functional
12021,non functional
32065,non functional
31853,functional
24505,functional needs repair
56952,functional
35738,functional
11824,functional
14509,functional
70936,non functional
66106,functional
24202,functional
47281,functional
14548,functional
29787,functional
30746,non functional
20462,non functional
53268,non functional
17495,functional
1725,non functional
4188,functional
11085,non functional
49742,functional
35606,functional
59147,functional
9404,functional
47814,functional
18400,functional
30403,functional
27424,functional
61643,non functional
50304,functional
71056,functional
1746,functional
22710,non functional
61789,functional
4997,functional
30269,functional
1812,functional
35402,non functional
29348,non functional
45715,functional
38487,functional
9145,functional
56632,functional
38428,functional
21455,functional
64737,functional
22550,functional
9780,functional
3815,functional
15904,functional
69262,non functional
43671,functional
30736,non functional
66873,non functional
38224,non functional
35515,non functional
38797,functional
23493,functional
21836,functional
48925,functional
53386,functional
53614,functional
22879,functional
45397,non functional
18504,non functional
71376,functional
39687,functional
17476,non functional
31336,functional
16888,non functional
57450,functional
68569,functional needs repair
5864,non functional
8534,non functional
24904,non functional
28342,non functional
2124,functional
11317,non functional
71378,functional
17403,functional
14676,functional
65519,functional
58543,functional
40782,functional
25797,functional
53805,functional
51792,functional
45569,functional
22718,functional
1599,functional
3921,functional
4700,non functional
56795,functional
45901,functional
51694,functional
56385,functional
4540,non functional
11566,functional
12875,functional
48842,non functional
56177,functional
6788,functional
72970,non functional
70180,functional
4192,functional
22276,non functional
1087,functional
17040,functional
11573,non functional
51025,functional
9137,functional
63067,functional
55718,functional
52657,non functional
11667,non functional
21145,functional
63693,functional
64141,functional
72004,functional
27455,functional
20925,functional
11857,functional
24471,functional
11600,functional
70137,non functional
4208,functional
2538,non functional
60843,functional
47914,non functional
34439,functional
52006,functional
69775,non functional
61441,functional needs repair
41372,functional
43866,functional
56629,non functional
51310,functional
29987,functional
57394,functional
56147,non functional
8844,functional
54568,functional
69852,functional
6029,functional
47034,functional
13584,non functional
50539,functional
17896,functional
34130,non functional
25387,non functional
64973,functional
54675,functional
70912,functional
55672,functional
17292,functional
62887,non functional
68228,functional
47605,functional
43515,non functional
16487,functional
8156,non functional
8200,non functional
61268,non functional
28631,non functional
47526,non functional
554,functional
51454,functional
46405,functional
37399,functional
68404,non functional
13692,functional
53937,non functional
73046,functional
56674,functional
9365,functional
31653,functional
58027,functional
28828,functional
40467,functional
30750,functional
48937,functional
70935,functional needs repair
50895,functional
41911,non functional
45546,non functional
49813,functional
5070,non functional
45072,functional
11037,non functional
55391,functional
73740,functional
40263,functional
565,functional
50053,functional
68761,functional
49438,non functional
65068,functional
74235,functional
5837,functional
60812,non functional
19043,functional
45061,functional
17481,functional
16381,functional
45279,functional
4100,functional
63468,non functional
58485,functional
20008,functional
50575,non functional
3316,non functional
67203,functional
32814,non functional
51672,functional
40401,functional
25602,non functional
39239,functional
65620,functional
29395,functional needs repair
34081,non functional
72892,non functional
2788,non functional
44256,functional
35292,non functional
38950,functional
15294,functional
14701,functional
48662,non functional
10704,functional needs repair
72151,non functional
50210,functional
30678,functional needs repair
64900,functional
29804,functional
73048,functional
8895,functional
62501,non functional
18669,functional
29809,functional
55909,non functional
58601,functional needs repair
44242,functional
39388,functional
21468,functional
5551,functional
66010,functional
32257,non functional
16139,non functional
7547,non functional
50423,functional
20351,non functional
55196,functional
18980,functional
43148,functional
39173,non functional
45187,non functional
35324,functional
28251,functional
5052,functional
51416,non functional
46523,non functional
3278,non functional
4427,functional
61872,functional
31786,non functional
63167,non functional
45092,non functional
7355,functional
1055,functional
45781,functional
51904,non functional
71896,functional
36127,functional
33010,functional
618,functional
5831,functional
1015,functional
53880,functional
7486,non functional
796,functional
59560,functional
56155,functional
38561,non functional
57810,non functional
28868,non functional
66268,functional
4786,non functional
56850,functional
10222,non functional
645,functional
31273,non functional
35142,functional
58377,non functional
70736,non functional
48871,non functional
47092,functional needs repair
71202,non functional
64237,functional
36321,functional
45902,functional
1263,functional
70147,non functional
43212,non functional
3115,non functional
2951,functional
2697,non functional
6297,functional
21608,functional
20702,functional
11817,functional
63731,functional
28241,non functional
53576,functional
13013,functional
18266,functional
45211,functional
59723,functional
8146,functional
2088,functional
65605,functional needs repair
55915,functional needs repair
41237,functional
35775,functional needs repair
43082,non functional
50778,non functional
10480,non functional
21739,non functional
65769,non functional
31177,non functional
1120,functional
47492,functional
5467,non functional
32852,functional
17656,functional
27840,functional
18830,functional
9997,non functional
12219,functional
57942,functional
64441,functional
54051,non functional
54120,non functional
3524,functional
43697,non functional
30332,functional
42077,functional
15910,non functional
4235,functional
43248,non functional
30031,functional needs repair
37680,non functional
17542,functional
51269,functional
71655,functional
54547,non functional
745,functional
40475,non functional
22457,functional
66352,functional
15502,non functional
70913,functional
50385,functional
17183,non functional
63707,functional
15714,non functional
6344,functional
57136,functional
56773,non functional
73474,functional
35843,non functional
4222,functional
61332,functional
31567,functional
14200,functional
67956,functional
2619,non functional
41161,functional
61403,non functional
12419,functional
40432,non functional
15750,functional
9142,functional
25123,non functional
38135,non functional
55008,functional
462,non functional
8781,functional
68727,functional needs repair
6703,functional
36612,functional
33463,non functional
12831,non functional
20074,non functional
63189,non functional
14374,functional
30211,non functional
66026,functional
828,non functional
65708,non functional
45557,functional
4001,non functional
71566,functional
30754,functional
55509,non functional
14536,functional
27477,non functional
1733,functional needs repair
30292,functional
48304,functional
30256,functional
34032,functional
54155,functional
48170,functional
50972,functional
66238,non functional
180,non functional
37327,non functional
47467,functional
48225,functional
62504,non functional
52061,functional
49392,non functional
23302,functional
21406,non functional
64710,functional
37262,functional
28777,functional
45700,functional
45881,non functional
12249,non functional
36540,functional
10566,functional
23411,functional
11002,non functional
21198,functional
43223,functional
11276,non functional
66681,functional
26026,non functional
7287,functional
34312,functional
15839,functional
72959,non functional
37860,functional
50257,functional
65866,functional
13591,non functional
58284,functional needs repair
1895,functional
1443,functional
72247,non functional
8636,functional
43333,non functional
47625,functional
49968,non functional
24508,functional needs repair
16982,non functional
39619,functional needs repair
39275,functional
13328,non functional
41483,functional
37891,functional
56265,functional
4998,non functional
45760,functional
40321,functional
26441,non functional
12299,functional
27794,functional
40556,functional
37471,functional
19812,non functional
63677,functional
56535,functional
26786,functional
45312,non functional
26803,non functional
57200,functional
35009,non functional
48442,functional
4523,functional
55443,functional
25565,functional needs repair
20473,functional
37772,non functional
47628,non functional
30940,non functional
59194,functional
16896,functional
11426,functional
3004,non functional
47901,non functional
32791,functional
66576,functional
19912,functional
72942,non functional
50347,functional
22014,non functional
17377,non functional
17884,non functional
37238,functional
32934,functional
54562,functional needs repair
20664,functional
45665,functional
45737,functional
69558,non functional
3809,functional
70657,functional
14593,functional
30507,functional
5057,functional
70455,functional
3240,functional
39616,functional
36394,functional
25580,functional
42967,functional
48174,functional
31011,non functional
39892,non functional
15858,functional
13185,functional needs repair
66771,functional
69427,non functional
22403,functional
33985,functional needs repair
62109,functional
27887,non functional
51345,functional
6949,functional
36334,non functional
45220,functional
55081,non functional
57874,non functional
66117,non functional
36650,functional
29053,functional
45079,functional
65583,functional
9571,functional
71141,non functional
2602,functional
6841,functional
28651,functional
16394,functional
13262,functional needs repair
53185,non functional
58962,non functional
21396,functional
35323,functional
147,non functional
62506,non functional
42714,functional
34817,functional
38898,functional
9383,non functional
21098,non functional
55431,non functional
4484,functional
53613,functional
33860,functional
54196,non functional
67379,functional
9147,functional
69571,non functional
41954,functional
55702,functional
69116,functional
3023,non functional
25097,functional
9844,non functional
45093,non functional
16754,non functional
32671,functional
65538,non functional
12805,functional
363,functional
70322,functional
73473,functional
64475,functional
12484,functional needs repair
8417,non functional
38155,functional
46386,functional
65131,functional
2059,functional
60705,non functional
7946,functional
10468,functional
29650,functional
48952,functional needs repair
67194,non functional
23803,functional
17482,non functional
46692,functional
63921,functional
56172,functional
61952,functional needs repair
20750,functional
42006,non functional
43110,non functional
18891,functional
10229,functional
9737,non functional
12669,functional
13203,functional
41850,functional
64766,functional
69037,functional
33515,non functional
67216,non functional
31419,functional
20201,functional
29454,functional
34797,functional
65118,functional
39465,non functional
62546,functional
73526,functional
19004,functional
52941,non functional
32114,non functional
10241,functional
9647,functional
51697,functional
53631,functional needs repair
9096,functional
65261,non functional
46074,functional
60699,non functional
64820,functional
45408,functional
30761,non functional
1017,functional
9554,functional
12282,non functional
46219,non functional
47008,functional
44450,non functional
55733,non functional
65489,non functional
37102,non functional
24363,non functional
14962,non functional
56801,non functional
64617,functional
1883,functional
74129,non functional
30783,non functional
27574,functional
52894,non functional
43326,non functional
11031,functional
67430,functional
48041,functional
10102,functional
40966,functional needs repair
11810,non functional
6917,functional
17423,non functional
53920,functional
7904,non functional
18265,functional
54410,non functional
28805,non functional
3065,non functional
50015,functional
61874,functional
15703,functional
47534,functional
19648,functional
68012,non functional
37973,functional
66639,non functional
20792,functional
44616,functional
6904,functional
9235,non functional
64008,functional
14967,functional
54116,non functional
70308,non functional
19448,non functional
36725,functional
25259,functional
8438,non functional
12880,non functional
34527,functional
33527,functional
12022,functional
20604,non functional
423,non functional
74034,non functional
42924,functional
28096,functional
71763,functional
59903,functional
48196,non functional
53085,functional
25667,functional
24497,functional
20082,non functional
23694,functional
40408,non functional
52758,non functional
42790,non functional
72679,functional
61353,non functional
70054,functional
20647,functional
29271,functional
3426,non functional
61563,non functional
20406,functional
70877,non functional
67904,functional
25960,functional
57841,functional
50514,functional
53330,functional
3296,non functional
41482,non functional
8483,functional
31841,functional
60036,functional
71640,functional
48877,functional
18175,functional
42366,functional
15054,functional
9783,functional
22942,functional
40590,functional
38580,functional
29461,non functional
58480,functional
54067,functional
47443,non functional
47182,functional
6570,non functional
42011,functional
23469,functional
22414,functional
15398,non functional
20100,non functional
49004,functional
42152,functional
1288,non functional
2497,functional
13754,functional
21541,functional
63244,functional
47413,non functional
45402,functional
67599,functional
4226,functional
44476,non functional
34224,non functional
52453,non functional
42245,functional
36048,non functional
36884,non functional
44536,non functional
12442,functional
3870,functional
23178,functional
22087,non functional
51235,functional
71487,functional needs repair
15879,functional
70994,non functional
51485,non functional
53379,functional
73,non functional
14045,functional
18281,functional
2101,functional
41750,non functional
23479,non functional
10957,non functional
14506,functional
8595,functional
68357,non functional
35237,functional
61690,non functional
9176,functional
45571,non functional
59462,functional
21940,functional
39740,functional
28741,functional
30452,functional
47403,non functional
69335,functional
64944,non functional
52251,non functional
38507,functional
13030,non functional
38609,functional
68884,functional
62972,functional needs repair
9937,functional
64393,functional
62586,functional
12267,functional
10896,non functional
37027,functional
54405,non functional
41200,functional
68085,functional
67160,functional
64336,functional
7329,functional
50488,non functional
52413,functional
33026,non functional
33755,functional
68143,non functional
72488,non functional
11611,non functional
7381,functional
48734,functional
37875,functional
60801,functional
21161,non functional
36495,non functional
41250,non functional
64585,non functional
11601,functional
36191,functional
69716,functional
39956,non functional
63112,functional
18658,functional
23287,functional
41343,non functional
471,functional
71258,functional
14960,functional
12476,functional
16225,functional
27219,functional
3624,non functional
63943,functional
53948,non functional
41714,non functional
70951,non functional
64836,functional
25874,non functional
48586,functional
51406,non functional
6939,functional
43439,non functional
41418,functional
2304,non functional
21601,functional needs repair
40862,non functional
63480,functional
22466,functional
53807,functional
52448,functional
38695,functional
73787,functional
59658,functional
30322,non functional
73824,functional
57698,non functional
39754,non functional
70774,functional
3964,functional
47747,functional needs repair
64978,functional
4724,functional
72577,functional
63299,functional
26193,functional
67429,non functional
53421,non functional
70915,functional
11707,non functional
43019,non functional
54739,functional
47512,functional
4637,non functional
34642,non functional
24714,functional
47007,functional
57007,non functional
50464,non functional
20028,functional
45649,non functional
61027,functional
59656,functional
41327,functional
9920,functional
64246,functional
1389,non functional
34375,functional
65586,non functional
39511,non functional
38387,non functional
51009,non functional
55062,functional
55466,non functional
21008,functional
68121,functional
10400,functional
28650,functional
34722,functional
70148,functional
31048,functional
57335,functional
60559,functional
29428,functional needs repair
1810,non functional
70930,functional
61006,functional
4780,functional
62038,non functional
30473,functional
31735,functional
2645,functional
59019,functional
5605,non functional
62836,non functional
55676,non functional
38718,non functional
32440,functional
56142,non functional
8268,non functional
51037,non functional
3270,functional
31170,functional
61128,non functional
54496,functional
52130,non functional
59215,non functional
47472,functional
14582,non functional
32811,functional
38063,non functional
16076,functional
25965,non functional
11644,functional
7020,functional
52146,functional
32329,functional
70676,functional
72283,non functional
19336,non functional
3780,functional
51521,functional
23560,functional
49592,functional
1765,non functional
60316,non functional
19530,functional
18335,non functional
16178,non functional
31729,functional
20862,non functional
22490,non functional
42416,functional
29911,functional
52338,functional
9060,functional
51556,functional
32643,functional
38755,functional
43040,functional
13348,functional
34079,functional
37905,functional
33160,non functional
15071,functional
11955,functional
52308,functional
73014,functional
58676,functional
22968,non functional
22476,functional
35106,functional
52147,functional
10281,non functional
45939,non functional
14973,non functional
20101,functional
16668,non functional
72762,functional
34172,functional
62819,functional
46653,functional
7817,functional
2004,functional
63635,functional
62995,functional
49868,non functional
2254,non functional
34133,functional
45795,functional needs repair
45116,non functional
36747,functional
56367,non functional
13727,non functional
19818,non functional
23817,non functional
45009,functional
68117,non functional
18832,functional
22250,non functional
8038,functional
3334,non functional
66495,non functional
26644,functional
20116,functional
8953,functional
13787,non functional
33063,functional
34969,non functional
15455,functional
73669,functional
10128,functional
28412,functional
73815,non functional
22314,functional
580,functional
19307,functional
23954,non functional
14742,non functional
6564,non functional
13768,non functional
27352,functional
38963,functional
25619,functional
12832,non functional
55633,functional
46906,functional
36177,non functional
37107,non functional
4955,functional
17844,functional
73350,functional
29079,non functional
29212,non functional
25457,functional
3438,functional
41538,non functional
65626,non functional
21942,functional
32538,non functional
61749,functional
25810,functional
34873,functional
443,functional
43173,functional
11812,functional
17716,non functional
2188,functional
8403,functional
28933,functional
21769,functional
70685,functional
71502,non functional
48195,functional
17402,functional
24753,functional
58765,functional
64850,non functional
64703,functional
62881,functional needs repair
30524,non functional
16021,functional
23846,functional
62000,functional
23780,functional
72542,functional
22977,functional
42694,functional
64365,non functional
8143,functional
39003,non functional
50297,non functional
36134,functional
67226,non functional
46010,non functional
1072,functional
11757,functional
27777,functional
19462,non functional
38336,non functional
51583,non functional
9363,non functional
53420,non functional
49039,functional
68923,non functional
46070,functional
34002,functional
42057,non functional
45808,functional
26496,functional
15017,non functional
19828,functional
20419,functional
69350,non functional
42742,non functional
24971,functional
41499,functional
25618,functional
43331,non functional
19578,non functional
31782,non functional
12053,functional
32025,functional
14006,functional
5080,non functional
47125,functional
44080,non functional
59436,non functional
49449,functional
17605,functional
14156,functional
31338,functional
54857,functional
40704,non functional
30866,functional
63360,functional
26680,functional
53744,non functional
39560,functional
8906,non functional
35176,non functional
14064,functional
51959,functional
33222,functional
11201,functional
27832,non functional
36283,non functional
40454,functional
27516,non functional
3531,functional
181,non functional
27044,functional
16325,functional
50029,functional
50207,functional
31107,non functional
53640,non functional
36739,functional
70848,non functional
55480,non functional
43951,functional
73319,functional needs repair
64102,functional
5211,functional
30024,functional
57196,functional
68747,functional
71049,non functional
10252,functional
66361,functional
68125,non functional
10811,functional
69875,functional
69796,functional
7117,functional
31668,functional
70684,functional
51395,non functional
22817,functional
44185,functional
32103,functional
4930,non functional
37585,non functional
12841,functional
74185,non functional
70635,functional
4582,functional
64760,functional
7264,non functional
66080,functional
23740,functional
33567,functional
67648,functional
28575,functional
61323,non functional
22058,non functional
26895,functional
15037,functional
13436,functional
3422,non functional
47525,functional needs repair
53196,functional
51376,non functional
48128,functional needs repair
7792,functional
60105,non functional
69787,functional
22595,non functional
40547,non functional
39494,non functional
10919,non functional
69121,functional
15072,functional
22229,functional needs repair
6507,functional
51486,non functional
41119,functional
31334,functional
53774,non functional
28303,non functional
27319,non functional
55787,non functional
65215,functional
12467,functional
35421,functional
7379,functional
33528,non functional
7697,functional
68215,non functional
44655,non functional
17164,functional
24760,non functional
65144,functional
48893,functional
32077,functional
14541,functional
16023,functional
17721,non functional
71442,non functional
56806,functional needs repair
26490,non functional
22735,functional
27329,functional
65993,non functional
12011,functional
33636,functional
63114,functional
27890,non functional
71047,functional
37915,functional
9538,non functional
27654,functional
734,functional
2307,functional
58821,functional
27171,non functional
42845,non functional
41227,non functional
5287,non functional
46670,functional
45034,non functional
26467,functional
61574,non functional
34818,functional
12027,functional
26208,functional
51257,non functional
56104,functional
63267,functional
61238,functional
33541,non functional
26941,functional
24094,non functional
11081,functional
36231,functional
16112,functional
13760,functional
47478,non functional
19113,non functional
68671,functional
36320,non functional
37054,functional
58338,functional
61583,functional
19357,functional needs repair
45139,non functional
41781,functional
59729,non functional
30826,functional
51070,functional
38276,functional
73624,functional
67944,non functional
37746,non functional
72766,non functional
22838,functional
29529,functional needs repair
70876,non functional
56072,functional
61507,functional
55064,non functional
24050,non functional
13720,non functional
107,functional
63332,non functional
52063,non functional
36738,non functional
66258,functional
52832,functional
9131,functional
66725,functional
7050,non functional
2757,functional
21858,functional
52007,functional
19656,non functional
15875,functional
18784,non functional
57161,non functional
67298,functional
4958,non functional
26913,functional
50389,functional
71856,functional
47740,functional
40221,functional
21857,functional
14430,non functional
52119,non functional
13836,functional
32382,non functional
13100,functional
15668,functional
18941,functional
5105,functional
34078,non functional
46050,functional
67872,functional
24289,functional
20297,non functional
56340,non functional
14924,functional
24205,non functional
27446,functional
52182,functional
62913,functional
5781,functional
29173,functional
2573,functional
48079,functional
63386,functional
58692,non functional
69283,functional
56140,functional
62643,non functional
25793,functional
58011,functional
70785,non functional
55564,non functional
58383,functional
39840,functional
12379,functional
71013,functional
15463,functional
53125,functional
10619,functional
69183,functional
47675,functional
4322,non functional
20356,functional
28039,non functional
52918,non functional
7870,functional
67939,functional
27942,functional
61357,functional
2632,functional
53321,non functional
57462,functional needs repair
70818,non functional
4154,functional needs repair
15410,functional
71182,functional
52153,functional
51309,non functional
4013,non functional
62427,functional
10996,functional
28127,functional
30398,functional
45710,non functional
25114,functional
55409,functional
64582,non functional
27849,non functional
11147,functional
14838,non functional
47056,non functional
10774,functional
50536,functional
6340,non functional
61078,functional
25158,non functional
25584,non functional
50318,non functional
69678,non functional
45240,non functional
67051,functional
22488,functional
60491,non functional
11371,non functional
73220,functional needs repair
9993,functional
49841,non functional
24283,functional
45549,functional
3111,non functional
11941,functional
60632,functional needs repair
61298,functional
55966,non functional
61010,functional
10745,functional
67053,functional
53465,non functional
72996,functional
27107,functional
35867,functional
16496,functional
23487,functional
67686,non functional
25046,non functional
32539,functional
64866,non functional
66998,functional
65362,functional
34175,functional
55159,non functional
74054,non functional
49398,non functional
12974,functional
8487,functional
17931,functional
1630,non functional
5812,non functional
23258,non functional
46632,functional
29379,non functional
25277,non functional
71893,functional
59999,functional
46967,non functional
60556,non functional
45480,functional
27417,non functional
17720,functional
61192,functional
21612,functional
21830,non functional
25159,functional
49097,functional
44153,functional
36175,functional
51788,non functional
13380,functional
13187,functional
23158,functional
58792,functional
14497,functional
67601,functional
54801,non functional
44756,functional
35976,functional
26067,functional
53779,functional
43660,functional
44225,functional
37453,functional
20902,functional
20683,functional
3189,functional
34809,non functional
36877,functional
24075,functional
45775,non functional
53045,functional
54668,functional
1166,functional
69303,functional
61705,functional
4433,functional
42848,functional
35996,non functional
44604,functional needs repair
5219,functional
68912,non functional
26236,functional
52315,functional
46056,non functional
10510,functional needs repair
50571,non functional
35932,non functional
14754,non functional
47196,functional
